duration,spectrum,mean_frequency,peak_frequency,frequencies_std,amplitudes_cum_sum,mode_frequency,median_frequency,frequencies_q25,frequencies_q75,iqr,freqs_skewness,freqs_kurtosis,spectral_entropy,spectral_flatness,spectral_centroid,spectral_bandwidth,spectral_spread,spectral_rolloff,energy,rms,zcr,spectral_mean,spectral_rms,spectral_std,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindex,LABEL
740.0199877877845,5375.5508799377,4566.354146486827,9286.291096159312,9.831438937359577e-05,150.03507993273556,150.0304771938944,1.9731801448482957e-13,1.1430082272173412e-12,1.1258478621227177e-12,1.2675334086462931e-24,182.84976931878592,0.0,200.45454545454547,5059.594827586207,1.0,10983.0,10982.0,0.008695652173913,705600,0.0002303749170973,-1.300883140547535e-17,-1.61790508236164e-17,6.435181025789767e-17,5.32013833389188e-18,0.3404287141192086,-1.8887616582856376e-16,-8.865682579697906e-17,-9.19454729520047e-17,-6.01248510337096e-18,0.0743355039664669,-0.1796979068332126,6.907980990736664e-17,FAKE
921.934323609014,6112.9933556108645,4008.07971254894,9347.39646382418,0.000101041373966,150.04416755897157,150.02561031792743,1.116637823037867e-13,3.3656095073300665e-13,3.1749720200328994e-13,1.0080447327991786e-25,177.06813563946503,0.0,200.45454545454547,4527.342857142857,1.0,10811.0,10810.0,0.0096153846153846,705600,0.0007031398631908,-4.482034349785625e-17,6.600979857428179e-17,-5.629872414974626e-17,-4.2706863885762215e-17,0.3404287128653557,-7.898987799311848e-17,5.830288585086991e-19,-1.706270393729365e-17,-1.6397686645557165e-19,0.0743365033136896,-0.1796979066801952,1.3391444093871685e-17,FAKE
-36.521312581520384,5868.837226104064,5279.761318141791,9401.050938294988,0.0001097847309965,150.02779845245777,150.02545168956132,1.8045917509191545e-13,7.15516428048894e-13,6.923859075205051e-13,4.793982449329934e-25,182.0465380984377,0.0,200.45454545454547,3459.897435897436,1.0,10811.0,10810.0,0.0129870129870129,705600,-0.0023420112627163,-1.382142787702185e-16,-2.5890125248151922e-17,2.3375813295833162e-17,5.888591470937862e-17,0.3404287140315649,1.32621381870365e-16,-4.574954574110449e-17,-1.0007599258042681e-16,3.826126883963338e-19,0.0743353943270323,-0.1796979064603256,-4.344475978481229e-17,FAKE
576.0613326629466,7495.780023478093,6248.073740848837,8430.97043544853,9.986951500028842e-05,150.02291710448176,150.02761837597345,1.265423132805012e-13,6.26685973415398e-13,6.137771193399314e-13,3.767223522252244e-25,176.63127027628022,0.0,200.0,4579.307692307692,1.0,9962.0,9961.0,0.0086206896551724,640000,0.0002801123593648,7.699624862680509e-17,-1.189743264394314e-16,5.710038883019572e-17,6.36230241847618e-17,0.3473593182840523,-8.656824267142506e-17,4.3945800210093204e-17,1.8477459901768664e-16,1.9312830938100663e-18,0.0692112042556217,-0.1814493879393085,3.6967673559817203e-17,FAKE
-131.79144048908134,8157.458473279345,6352.327820793931,9308.23309133309,7.416771065525292e-05,150.03403275263673,150.03532741473998,5.959544934593282e-14,2.056566400884605e-13,1.968325075533281e-13,3.874303602973095e-26,182.84119425437467,0.0,200.45454545454547,5410.472440944882,1.0,10983.0,10982.0,0.0079365079365079,705600,-9.432482499564496e-05,-1.1514819955546809e-17,-2.9151442925434962e-18,1.2054121649667356e-16,5.218108283652858e-17,0.340428714184799,1.4661220896877714e-16,-3.2613176772830356e-17,-3.880785839448529e-17,9.146265217855218e-18,0.0743341811850136,-0.1796979067812537,2.521599813050124e-17,FAKE
819.7891661308528,6217.253102222134,4374.207771235231,9399.654511180206,8.104333852956289e-05,150.02919974823968,150.04122469897817,4.4949806486095216e-14,1.2770570708358168e-13,1.1953352048099378e-13,1.4288262518580158e-26,181.72792544510304,0.0,200.45454545454547,5261.573770491803,1.0,10983.0,10982.0,0.0082644628099173,705600,-9.772383732410064e-05,-4.321701413695733e-17,3.5601199672687437e-17,-1.0060891739640741e-16,-6.610089683342377e-17,0.3404287140287625,-6.937118436296015e-17,-8.038510386688688e-17,-2.6035882462779098e-17,-3.0609015071706706e-18,0.0743357078515562,-0.1796979062485351,4.988085179319347e-17,FAKE
846.9774874719064,5809.229090047725,4442.893169249097,8387.380199877492,7.932249200956023e-05,150.02130205571137,150.03089394897063,8.650394044393368e-14,4.934435443408667e-13,4.858020170186095e-13,2.360035997393492e-25,179.72329807416756,0.0,200.0,4452.138888888889,1.0,9962.0,9961.0,0.0093457943925233,640000,-3.057805379231771e-06,3.3888552400818136e-17,8.572346185260717e-17,-2.6491373758489018e-17,-1.069857955363463e-16,0.3473593182064663,3.031345871322629e-17,-8.559592428980839e-17,-4.0958916038475393e-17,2.8604853370583053e-18,0.0692116652820227,-0.1814493879867566,-5.588650452712879e-17,FAKE
4061.39229912545,2131.1624496215723,2155.735197768771,9159.733752258411,4.007531348417851e-06,142.62199270937464,142.61667475461954,3.935058903581941e-15,4.4604258259991146e-14,4.4430340605821694e-14,1.974055166349328e-27,150.24670304378094,0.0,200.45454545454547,4675.261682242991,1.0,10725.0,10724.0,0.0094339622641509,705600,0.0003061893944723,-7.513271501154757e-17,7.70493659046993e-18,4.967959115049268e-17,4.5079629006928536e-17,0.3404287146245852,1.888786185523635e-16,-6.133282858085516e-17,7.980934319083778e-17,3.909967822029517e-18,0.0743368824205728,-0.1796979061881287,3.998133763114496e-17,FAKE
11870.233605988728,-2691.094401387604,15241.517768062511,9330.1410836984,4.280288108214773e-07,142.5957216740245,142.6137374058256,1.1562853291277426e-18,3.764611893323742e-18,3.5826396616180256e-18,1.283530694499852e-35,141.0814855527034,0.0,200.45454545454547,5248.330578512397,1.0,10811.0,10810.0,0.0083333333333333,705600,0.0001538127447515,1.5440539595230287e-16,-4.470396543187081e-16,7.03794207965313e-17,-3.020641807607117e-17,0.3404287145787334,6.929637628706841e-17,1.3339890216335997e-17,-1.0886577073101789e-17,-6.7466111438940685e-18,0.0743352817462699,-0.1796979061887641,-3.595637075552634e-17,FAKE
-3415.4693542356813,42.99310471648239,6518.521226649253,9363.315316566826,7.8727247071411e-07,142.60435214625852,142.61146591873518,1.015822511176912e-17,8.904534609763821e-17,8.846402728921398e-17,7.825884124226795e-33,147.4529532063036,0.0,200.45454545454547,4939.648648648648,1.0,10725.0,10724.0,0.009090909090909,705600,-0.0014037264565075,-3.35797236480182e-17,5.171124109723351e-17,-8.663262037045792e-18,-5.657953436583888e-17,0.340428714578938,-6.132422680271542e-18,-4.032633479191227e-17,6.899943215346205e-19,-6.420780492058276e-19,0.074335449764583,-0.1796979061895673,1.2166899869727142e-16,FAKE
7272.406014341345,2469.166443207802,2497.856395755545,9359.215386900776,3.744963844306473e-06,142.61441440900686,142.61364628548296,2.0371766427111488e-15,2.1789802910556024e-14,2.1694363835044054e-14,4.706454222072676e-28,153.82419992600273,0.0,200.45454545454547,5153.35,1.0,10811.0,10810.0,0.0084033613445378,705600,0.0003124359949742,-1.63451988167979e-16,7.819935644059032e-17,9.245923908563916e-17,5.0982913757835845e-17,0.3404287145761916,2.8209144329249094e-17,4.6612949721449917e-17,-5.190290618654868e-17,-2.0163167395956134e-17,0.074335240677934,-0.1796979062082537,-1.7786520288447997e-17,FAKE
33940.73358928044,8873.152108942735,8812.432956734596,9427.560187476518,1.669367235452834e-06,142.60169949043,142.61165366911575,3.0490707420450043e-16,2.601109355031554e-15,2.583176639901484e-15,6.672801552932721e-30,141.3756000669188,0.0,200.45454545454547,5216.421487603306,1.0,10983.0,10982.0,0.0083333333333333,705600,-6.4058022252883856e-06,2.7906437004289095e-17,2.146649000329931e-17,2.407313521798565e-17,-5.772952490172991e-17,0.3404287145765337,-7.174934535917705e-17,6.041283615214232e-17,-5.765285886600385e-17,2.482062906631482e-18,0.0743354025583077,-0.1796979061882063,-8.548262983456689e-18,FAKE
-64292.528626290376,8881.815659524469,8717.771297519648,9365.068341514168,2.3647342470932467e-06,142.60657791064642,142.6274596626064,1.4565579134495854e-16,1.4519549900292689e-15,1.4446306391318746e-15,2.0869576835185687e-30,155.74795693484808,0.0,200.45454545454547,5279.487804878048,1.0,10897.0,10896.0,0.0081967213114754,705600,-3.728005214716515e-05,-7.114608115379199e-17,5.74995267945517e-17,-4.323964414950289e-17,9.58325446575862e-18,0.3404287145813742,1.8581240721222767e-16,4.492629693547641e-17,-1.3914885484281518e-17,5.749952679455171e-19,0.0743355298192876,-0.1796979061884981,4.7302944042984536e-17,FAKE
4547.798128733338,1982.107752227684,1988.7206062769155,9386.49190034892,3.0637210695783063e-06,142.61182767301082,142.62030723662545,3.136866214372736e-15,3.561130040841106e-14,3.547287396210271e-14,1.2583247871312244e-27,154.37670597549442,0.0,200.45454545454547,5031.630630630631,1.0,10725.0,10724.0,0.009090909090909,705600,-8.531231072768387e-05,-9.813252572936826e-18,-6.002950597351198e-17,-6.815610576047529e-17,-1.1760569880378975e-16,0.3404287145818998,1.0670415463672484e-16,3.066641429042758e-19,-2.859643132582372e-17,2.031649946740827e-18,0.0743357935505968,-0.1796979061908822,1.3723220394966342e-17,FAKE
73.05844386128237,2745.6528823573044,651.8195633185661,8762.558107567718,0.0006407486334464,19.903501713853835,19.90440525045018,5.037243073093707e-12,1.546722207388087e-11,1.4623991962023128e-11,2.138611409053171e-22,173.06016532122706,73.01324503311258,200.45454545454547,3728.8860759493673,1.0,10897.0,10896.0,0.0128205128205128,705604,0.0003531456250748,5.3921218924985575e-17,1.5130954290174526e-17,-3.521385725713344e-17,-1.870736166785214e-17,0.3404287145648733,1.758922210071901e-17,-1.0454113873211493e-17,-1.870736166785214e-17,-1.10043303928542e-18,0.0743359214427283,-0.1796979061840869,1.6231387329459945e-17,FAKE
313.59265977869376,4591.063414565988,2605.2613635775288,8802.78883319227,0.0005885877115228,19.89730756860815,19.9085620113382,3.817535259714673e-12,1.0885450416608886e-11,1.0194089234124143e-11,1.039194553132858e-22,166.7090941800098,71.94127243066885,200.45454545454547,4650.733333333334,1.0,10983.0,10982.0,0.0096153846153846,705604,0.0002443633135579,-5.5021651964271e-19,2.6823055332582117e-17,1.65064955892813e-17,9.35368083392607e-18,0.3404287143685157,-3.078113867625827e-17,2.7510825982135505e-17,-4.883171611829052e-17,-8.253247794640652e-19,0.0743358525293709,-0.1796979060926205,-5.705057538045351e-17,FAKE
88.46470690128304,4735.9389466187085,2340.5037228993774,9392.608279087694,0.000528335173057,19.898111204853954,19.9004846323986,3.758252649033156e-12,1.1101954069282069e-11,1.0446478889199171e-11,1.09128921182484e-22,176.52005456714875,0.0,200.45454545454547,3854.4942528735633,1.0,10897.0,10896.0,0.0116279069767441,705604,-0.0023428919712963,6.602598235712521e-18,-2.2971539695083145e-17,2.255887730535111e-17,1.953268644731621e-17,0.3404287143771106,8.794611050359506e-18,3.30129911785626e-17,1.2930088211603687e-17,1.375541299106775e-19,0.0743356191614741,-0.1796979061137956,-6.575087409730385e-17,FAKE
114.17112929800751,4439.626599932918,2289.7921684859566,9051.087685558356,0.0005551375006017,19.894785475759907,19.901334315298676,4.06021509912246e-12,1.1419087126277209e-11,1.0672872347515822e-11,1.139102041463679e-22,171.05957534625276,0.0,200.45454545454547,4781.698113207547,1.0,10983.0,10982.0,0.0095238095238095,705604,0.0003500610764396,3.026190858034905e-18,-3.989069767409648e-17,3.85151563749897e-18,1.9257578187494848e-17,0.340428714574357,-4.3973055251797524e-17,2.833615076159957e-17,2.4759743383921955e-17,-1.10043303928542e-18,0.0743347789154962,-0.1796979062152871,5.553747995143604e-18,FAKE
201.88477144900156,7770.473232118776,4717.554597311941,8867.494089427531,0.00071084655855,19.90358474853293,19.900345750219,5.2374490870243145e-12,1.4031572424154606e-11,1.3017455655969186e-11,1.6945415175512417e-22,161.27886184676905,0.0,200.45454545454547,4321.585858585859,1.0,10983.0,10982.0,0.010204081632653,705604,3.738997390075823e-05,2.861125902142092e-17,-1.3342750601335717e-17,-2.7510825982135498e-18,-4.40173215714168e-18,0.340428714209421,7.475419392805581e-17,4.236667201248867e-17,4.511775461070222e-17,4.264178027231002e-18,0.0743366731504881,-0.1796979060270615,-2.613528468302873e-18,FAKE
-555.8479062442822,2207.73310688129,2870.123130923999,8486.258871572327,0.0007819911281385,19.90235008926373,19.921891753287635,4.66003078991137e-12,1.083979450603665e-11,9.786994327687146e-12,9.57852579701804e-23,185.8783951949068,0.0,200.45454545454547,4921.873873873874,1.0,10983.0,10982.0,0.009090909090909,705604,-2.128230169662177e-05,-1.8157145148209432e-17,-5.2270569366057453e-17,-8.253247794640649e-18,1.3205196471425041e-17,0.3404287140614042,-2.6383833151078518e-17,4.0716022453560535e-17,-5.0482365677218643e-17,-1.2414260224438645e-17,0.074336334343328,-0.1796979059616134,5.247690056092347e-17,FAKE
65.3692999824567,3178.023202992781,2200.4533527521926,8693.922928760494,0.0006172534929202,19.894250912610325,19.90762319080733,4.347825730256628e-12,1.197369032957074e-11,1.1156418400534028e-11,1.2446567152777425e-22,176.32152659710545,0.0,200.45454545454547,4335.6373626373625,1.0,10811.0,10810.0,0.0111111111111111,705604,-2.550205790519444e-06,2.530995990356466e-17,-2.0908227746422985e-17,4.3467105051774085e-17,9.90389735356878e-18,0.3404287144845623,4.397305525179752e-18,-3.328809943838396e-17,-1.0591668003122169e-17,1.994534883704824e-18,0.0743356439177198,-0.1796979061490883,1.994534883704824e-18,FAKE
-637.2172380394001,2367.2521624766955,5575.105870154788,9108.524989936144,0.0004856475587666,150.01980140226715,150.03286660864964,1.902347089556483e-12,7.538400652022326e-12,7.294419780987834e-12,5.320855994126661e-23,165.90679941056956,0.0,200.45454545454547,4351.534653465346,1.0,10296.0,10295.0,0.01,705600,0.0004188459988894,-2.3758425984229488e-17,-5.465895548519054e-19,-4.79723432641689e-17,3.5655858628172626e-17,0.3404287135609166,-4.25554324243369e-17,1.7254010281491818e-17,5.685897844346947e-17,-5.393016941205467e-18,0.0743359325144248,-0.1796979059245597,2.092982503787088e-17,FAKE
-408.8516728410027,584.5408680930027,11950.583600347283,9206.20596775117,0.0009146288065773,150.02258739534284,150.03420228463196,5.799304333337418e-12,1.3433690961926342e-11,1.2117430507738649e-11,1.4683212210987534e-22,164.54838916445755,0.0,200.45454545454547,5090.9152542372885,1.0,10983.0,10982.0,0.0085470085470085,705600,0.000313722700723,-6.704831872850039e-18,3.8243049187804977e-17,-4.472924523871426e-18,-1.6033293608989228e-18,0.3404287135053266,-1.265003950148097e-16,1.8292530435710442e-17,8.38103984106255e-19,7.360739338672327e-18,0.0743360818145271,-0.1796979058341056,-2.4724067531134524e-17,FAKE
840.5856504280005,10883.717811642013,9329.712583371356,9221.607717766909,0.0008753862920391,150.02668717543006,150.0287664872396,1.2919399054180586e-11,9.80867577612935e-11,9.723220236218815e-11,9.454101176201508e-21,173.94385676369726,0.0,200.45454545454547,5034.683760683761,1.0,10811.0,10810.0,0.0086206896551724,705600,0.0006937738800625,-5.356577637548675e-18,3.128314218935739e-17,-1.61790508236164e-17,-1.3938033648723588e-17,0.3404287123643852,-4.925937040899272e-17,-1.96772239746686e-17,-5.727803043552259e-18,4.226959224188069e-18,0.0743360790849098,-0.1796979057211056,7.34251968684393e-18,FAKE
122.94466304924543,3598.224087509241,7358.146243402866,8999.300960023062,0.0006618770026819,150.01821512261316,150.02756915637087,2.81784698531258e-12,6.807903868056191e-12,6.197361813228209e-12,3.840729344405923e-23,170.11720485625764,0.0,200.45454545454547,4555.066037735849,1.0,10811.0,10810.0,0.0095238095238095,705600,0.0004254830934923,5.343823881268796e-17,-1.4484623203575494e-18,-7.852669938039044e-18,1.4247767729806335e-17,0.3404287139543598,1.0901186114179452e-16,8.563236359346519e-19,-8.699883748059495e-18,-1.0458080149499793e-17,0.074335531030473,-0.1796979060930529,-2.6464044280746426e-17,FAKE
20.61977431191441,2442.1707005586754,1981.01168513324,9176.713453787308,0.000215378857945,150.0077646531505,150.02375104835156,7.899109097825596e-13,4.538128790562219e-12,4.468853731588918e-12,1.9970653674336198e-23,158.2940919983393,0.0,200.45454545454547,3883.087912087912,1.0,9696.0,9695.0,0.0111111111111111,705600,0.0001335147722147,-2.058820656608844e-17,1.1013779530265897e-17,-1.15603690851178e-17,1.27264268021352e-17,0.3404287144329979,8.103020694497027e-17,7.269641079530342e-18,1.0084577287017657e-17,-3.1793292440552506e-18,0.0743353781573454,-0.1796979061474528,4.3954910036007394e-18,FAKE
-41.82879133815725,1323.1720457357703,7824.759641769454,9213.993952576666,0.0003933482524982,150.0081276045122,150.04929569081892,1.3108665246038266e-12,4.516303875829205e-12,4.321878023903843e-12,1.867862965350299e-23,176.4646132705105,0.0,200.45454545454547,5278.09756097561,1.0,10983.0,10982.0,0.0081967213114754,705600,0.0001036907469964,4.2925499707702967e-17,-2.2171038818680414e-17,7.442727771900113e-18,5.311028507977682e-18,0.340428714495179,-1.200879325947041e-16,-1.7673062273544944e-17,-4.700670171726387e-18,-9.565317209908348e-19,0.0743353029362512,-0.1796979061810492,-2.4550980838764756e-17,FAKE
72.65832926691385,3061.5745802211795,8838.59727898775,9300.764342295188,0.0008042994501694,150.01702456840414,150.03296397778416,3.705587957884892e-12,8.363144648607942e-12,7.497386631348162e-12,5.621080629991814e-23,168.8589237112066,0.0,200.45454545454547,4941.619047619048,1.0,10983.0,10982.0,0.0096153846153846,705600,9.059218034001796e-05,-8.927629395914455e-18,-2.568970907803956e-18,4.090311835475093e-17,-1.9157963897559285e-17,0.340428713862794,-8.423643815502304e-17,-1.8893778946047528e-17,2.377664563605789e-17,-1.4940114499285418e-17,0.0743357332467688,-0.1796979059912941,-1.2671767846650009e-17,FAKE
2946.028373668587,6597.782611073136,4882.954062723083,8912.947262790822,6.52171985990091e-05,150.0173818444321,150.03800853404587,3.3653581603255086e-14,9.003399800774932e-14,8.35078274327171e-14,6.973557242532458e-27,179.7242471949138,0.0,200.0,3954.8823529411766,1.0,8561.0,8560.0,0.0099009900990099,640000,0.0002900988527933,1.954786444668698e-16,-1.098280612215762e-16,6.5590746582228665e-18,9.175416660780651e-17,0.3473593185047492,-1.110521900936463e-16,1.197395518162241e-16,9.94246400275616e-17,-6.121803014341341e-18,0.069211748450354,-0.1814493878851492,1.4648600070031066e-17,FAKE
-2158.068691897165,3395.8914627113577,3519.7376419942616,9709.53049905826,7.271961362529663e-05,150.02130540742158,150.03397850226892,4.8590533847918324e-14,1.3474490555889817e-13,1.256787555414625e-13,1.5795149594450682e-26,176.12757228983108,0.0,200.45454545454547,4692.614678899083,1.0,10897.0,10896.0,0.0092592592592592,705600,0.0001756043922153,1.1077548311665284e-16,-5.95782614788577e-17,-5.976045799714166e-18,4.955745297323943e-18,0.3404287146256601,-2.221043801872926e-16,2.325556359376574e-16,-3.3524159364250197e-18,-1.554136300962251e-17,0.0743356957589302,-0.1796979062101079,-7.255976340659044e-17,FAKE
-4068.6231337786407,7308.047617524994,3154.812914192879,9629.500440075057,0.0001280254381348,150.0281569045751,150.0283518137596,1.4089685043347612e-13,3.176796260373644e-13,2.8472516983429184e-13,8.106842233716635e-26,179.87179931556324,0.0,200.45454545454547,4831.45045045045,1.0,10897.0,10896.0,0.009090909090909,705600,0.0004994565241461,2.4071803995677915e-16,-6.395097791767294e-17,1.37594810608053e-16,-1.7199351326006626e-17,0.3404287146572705,2.3347192720475246e-16,-4.933881715129867e-17,-1.0786033882410936e-16,1.1296184133606049e-18,0.0743361358230263,-0.1796979062214867,-1.8267022923150682e-16,FAKE
1800.9844200288512,2630.312810340943,359.28300640892417,9594.686550891764,0.000123628181126,150.0209958566155,150.02590127308997,1.6122672279760634e-13,4.936286380194881e-13,4.665567233776818e-13,2.1767517612891867e-25,168.66033555819178,0.0,200.45454545454547,3413.692307692308,1.0,9352.0,9351.0,0.0129870129870129,705600,-0.0020414066617451,-9.791240892580465e-17,6.489612235627102e-17,7.491920831836784e-17,-2.2045778712360188e-18,0.3404287146027188,-3.223719743925796e-16,-1.872980207959196e-17,8.346877993884307e-17,-1.9495027456384633e-18,0.0743353423924144,-0.1796979062101,-2.6965084706027336e-17,FAKE
3660.589654960017,7928.123919367283,4297.21614902162,9395.580708751184,9.49468816337926e-05,150.0223645916718,150.03138417905043,6.12365141787391e-14,1.1727755815223814e-13,1.0002057277074893e-13,1.0004114977388684e-26,175.042025313055,0.0,200.45454545454547,5366.936507936508,1.0,10983.0,10982.0,0.008,705600,4.150553247014952e-06,-1.9103304942074096e-17,1.243217942510659e-16,1.3110861455714372e-16,-6.370501261798958e-17,0.340428714592025,-9.706136299523415e-17,-1.3271194391804264e-16,-6.06350012849047e-17,1.648878490469915e-18,0.0743350813013706,-0.1796979062188074,-2.493359352716109e-17,FAKE
-3435.766759282177,7372.526052924566,425.8940023533041,9586.918758188747,9.577760838215297e-05,150.01902549722445,150.05217052284883,5.67806973168533e-14,1.0581549374544937e-13,8.92909353115148e-14,7.972871128805122e-27,184.3048211118984,0.0,200.45454545454547,5271.8130081300815,1.0,10983.0,10982.0,0.0081967213114754,705600,-9.010091537971526e-05,2.202027119980043e-16,9.454177333755123e-17,-2.587190559632353e-17,-1.809211426559807e-17,0.3404287146176463,-1.9237387260316682e-17,8.475782030570215e-17,-1.0574685921201531e-16,-5.8302885850869925e-18,0.0743355970267879,-0.1796979062020323,6.469798364263722e-17,FAKE
-3596.445198259818,4755.979540279657,4073.332460747515,8766.415202616792,8.132764956897942e-05,150.0132385759525,150.0312565775106,4.525390206574722e-14,1.0979599095058588e-13,1.0003621332619957e-13,1.0007243976644903e-26,179.0661057619421,0.0,200.0,4635.3185840707965,1.0,9962.0,9961.0,0.0089285714285714,640000,8.773720550537109e-05,1.369389031422307e-16,8.417479144719344e-18,-2.4195697628111016e-17,9.8386119873343e-18,0.3473593185055345,-8.248758476772151e-17,-8.545016707518122e-18,2.052261581950621e-16,-8.909409744086058e-18,0.0692118292811405,-0.181449387872081,-1.3865155041410003e-17,FAKE
476.8135035826867,5526.241566893741,4398.978196486686,9165.988198162462,0.0003109690338307,23.44409416684812,23.46443991198652,7.303325741038134e-13,1.7739821639186674e-12,1.6166715959354438e-12,2.6136270491044552e-24,168.31010754326977,0.0,200.45454545454547,3750.352941176471,1.0,8923.0,8922.0,0.0119047619047619,705603,0.0002733744948907,-1.6805011693991906e-17,1.5404594052825918e-17,-5.228225860353038e-17,-2.147307049787855e-17,0.3404287145808647,-4.477512377959032e-17,-1.8672235215546563e-18,1.8672235215546565e-17,0.0,0.0743363814924422,-0.1796979061970348,-2.9992277814971666e-17,FAKE
-3604.827554043117,8780.938749293622,4429.6682982284265,9279.48448154121,0.0002981733391256,23.446907888621265,23.46383243111049,6.478733303684615e-13,1.4241822720981317e-12,1.2682883315539393e-12,1.6085552919558747e-24,168.2531686724178,0.0,200.45454545454547,4443.95,1.0,10897.0,10896.0,0.0101010101010101,705603,0.0001683902503545,3.3610023387983806e-17,-8.86931172738462e-18,-7.468894086218625e-18,-2.614112930176519e-17,0.3404287145728175,3.7312603149658586e-17,-4.668058803886641e-18,-3.687766455070447e-17,-1.2370355830299598e-17,0.0743360614453798,-0.1796979062059508,1.7505220514574906e-17,FAKE
